parameter_name,Embryo Size
parameter_id,IMPC_GEL_032_001
analysis_id,1z1tkaeroc504sn
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3408619
gene_accession_id,MGI:1921442
gene_symbol,Arpc5l
