parameter_name,Vitreous
pvalue,0.6486317
parameter_id,UCDLA_EYE_083_001
mouse_strain,C57BL
analysis_id,fovr21n7zu15047
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_life_stage,E9.5
