parameter_id,IMPC_GEP_084_001
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,o1r33g07t34vw9w
parameter_name,Limb morphology
pvalue,0.07639895
