gene_symbol,Nanp
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,n7l93pjm61b665i
pvalue,0.3488363
parameter_id,IMPC_ACS_036_001
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
