gene_symbol,Slc45a3
parameter_name,KLRG1+ NK cells - % of CD45+
gene_accession_id,MGI:1922082
mouse_strain,C57BL
pvalue,0.7272399
mouse_life_stage,Early adult
analysis_id,9l09pb3yk22j455
parameter_id,MGP_MLN_093_001
