parameter_id,IMPC_ECH_003_001
gene_symbol,Cds2
mouse_strain,C57BL
pvalue,0.7065781
analysis_id,acn263t88in4l30
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
parameter_name,Stroke Volume
