mouse_strain,129SV
gene_accession_id,MGI:1918025
pvalue,0.2415135
mouse_life_stage,Early adult
analysis_id,ov44y131hy84pjx
parameter_name,Mean right eye lens density
parameter_id,IMPC_EYE_059_001
gene_symbol,Zmynd8
