gene_symbol,Nanp
mouse_life_stage,Early adult
parameter_name,Mean-cell-volume
gene_accession_id,MGI:1914561
parameter_id,M-G-P_016_001_005
pvalue,0.7918461
mouse_strain,C57BL
analysis_id,697cnia633124q1
