gene_symbol,Snap23
pvalue,0.4786162
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_name,30kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_012_001
mouse_life_stage,Early adult
analysis_id,42ee14j99cl3ty8
