gene_symbol,Cds2
mouse_strain,129SV
gene_accession_id,MGI:1332236
pvalue,0.3281735
mouse_life_stage,Early adult
parameter_name,Center average speed
parameter_id,JAX_OFD_017_001
analysis_id,6ja1r84881l1141
