pvalue,0.2086317
mouse_life_stage,Middle aged adult
analysis_id,01o6a174e684205
gene_accession_id,MGI:2446186
parameter_name,CD11b-high cDC - % of CD45+
parameter_id,MGP_IMM_129_001
gene_symbol,Lpgat1
mouse_strain,C57BL
