parameter_id,IMPC_ECH_005_001
parameter_name,Fractional Shortening
mouse_life_stage,Early adult
pvalue,0.3019224
gene_accession_id,MGI:1924054
mouse_strain,C57BL
gene_symbol,Kdm4c
analysis_id,k85h676k8939c0n
