mouse_strain,C57BL
parameter_name,PP1 + pulse startle magnitude
gene_symbol,Slc17a9
gene_accession_id,MGI:1919107
mouse_life_stage,Early adult
pvalue,0.3061312
analysis_id,4nptc44w8hfr4xv
parameter_id,ESLIM_011_001_007
