gene_symbol,Maco1
pvalue,0.4816012
parameter_name,Potassium
parameter_id,GMC_906_001_005
analysis_id,82xsn998s2j0cp1
mouse_life_stage,Early adult
gene_accession_id,MGI:1913396
mouse_strain,C57BL
