gene_symbol,Cds2
mouse_strain,C57BL
analysis_id,4e4ju4q3z9r58i1
parameter_id,HRWLLA_FEA_015_001
pvalue,0.6173375
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
parameter_name,Cue Baseline % Freezing Time
