parameter_id,HMGULA_DYS_024_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,75dps1wyt01b282
gene_accession_id,MGI:1921262
parameter_name,Vibrissae - appearance
pvalue,0.964851
gene_symbol,Rap2b
