parameter_name,Eye
parameter_id,IMPC_EYE_001_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1888742
gene_symbol,Extl1
mouse_strain,C57BL
pvalue,0.9299968
analysis_id,o496oavjkv0rix0
