gene_symbol,AU040320
parameter_id,MGP_PBI_010_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
pvalue,0.6363399
analysis_id,05dpff606wx6126
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
mouse_strain,C57BL
