parameter_id,ICS_FEA_019_001
mouse_life_stage,E9.5
analysis_id,r1m2z0l71o41s84
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,% Freezing duration pre-cue-2
pvalue,0.3608544
gene_symbol,Eprs1
