mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,IMPC_CBC_024_001
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,2g63q2l3jkg85uc
gene_symbol,Slc30a4
pvalue,0.3568446
