gene_symbol,Pum1
mouse_life_stage,Early adult
gene_accession_id,MGI:1931749
parameter_name,Retina (combined)
pvalue,0.2303739
parameter_id,IMPC_EYE_092_002
analysis_id,84p62824k4wr34z
mouse_strain,C57BL
