gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
pvalue,0.08352337
parameter_id,IMPC_EYE_026_001
mouse_life_stage,Early adult
analysis_id,rhf291o6j7i46e7
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels Pattern
