gene_symbol,Slc28a2
parameter_id,IMPC_HEM_039_001
pvalue,0.5160473
analysis_id,8ob894zz30tf4t8
mouse_life_stage,Early adult
parameter_name,Large Unstained Cell (LUC) count
gene_accession_id,MGI:1913105
mouse_strain,C57BL
