mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2310019
gene_accession_id,MGI:109356
analysis_id,981u6v9d7dx8zrw
parameter_name,White blood cell-count
gene_symbol,Snap23
parameter_id,M-G-P_016_001_001
