parameter_id,IMPC_CBC_012_001
gene_accession_id,MGI:1914836
parameter_name,Aspartate aminotransferase
analysis_id,9cakr049270t64j
pvalue,0.5798713
mouse_life_stage,Early adult
gene_symbol,Ubxn11
mouse_strain,C57BL
