gene_symbol,Rab13
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_033_001
mouse_strain,C57BL
pvalue,0.9938909
analysis_id,9h9fi2c4g9p0k0d
parameter_name,Tibia length
gene_accession_id,MGI:1927232
