parameter_id,IMPC_ACS_034_001
gene_symbol,Nr0b2
analysis_id,0wa1es1po5092fx
mouse_strain,B6J
pvalue,0.1660106
parameter_name,% Pre-pulse inhibition - PPI2
gene_accession_id,MGI:1346344
mouse_life_stage,Early adult
