parameter_name,Startle response
analysis_id,43zc9i6648m0pj1
mouse_strain,C57BL
gene_accession_id,MGI:99915
gene_symbol,Lamb3
parameter_id,ESLIM_008_001_013
pvalue,0.07664381
mouse_life_stage,Early adult
