parameter_name,Center average speed
mouse_strain,C57BL
gene_symbol,Dmap1
pvalue,0.2509326
analysis_id,t8c2t4ks3ne909d
mouse_life_stage,E12.5
parameter_id,JAXLA_OFD_017_001
gene_accession_id,MGI:1913483
