parameter_id,IMPC_ABR_012_001
mouse_life_stage,Early adult
pvalue,0.1732598
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:1860103
gene_symbol,Slc2a8
analysis_id,7024fdy29lrn6em
mouse_strain,C57BL
