gene_symbol,Mecom
pvalue,0.4566139
parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:95457
analysis_id,26697s0v14f55h6
