mouse_life_stage,Early adult
gene_accession_id,MGI:1929866
gene_symbol,Rgs20
parameter_id,ESLIM_011_001_002
pvalue,0.7104291
analysis_id,z4m26i40j7z2yrw
parameter_name,PP1 startle magnitude
mouse_strain,C57BL
