gene_symbol,Cds2
pvalue,0.08834534
mouse_strain,C57BL
gene_accession_id,MGI:1332236
analysis_id,por2to33w28yc45
parameter_id,MGP_BMI_006_001
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_life_stage,Early adult
