gene_symbol,Bmi1
pvalue,0.2588652
mouse_life_stage,E15.5
parameter_id,HMGULA_DYS_024_001
mouse_strain,C57BL
analysis_id,wr1qxv95xwq2af6
parameter_name,Vibrissae - appearance
gene_accession_id,MGI:88174
