mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_symbol,Snap23
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,2xtiffc4j8jeewm
parameter_id,IMPC_ACS_033_001
pvalue,0.6357356
gene_accession_id,MGI:109356
