parameter_name,Calcium
analysis_id,tlwe8lrvy3cb3x2
pvalue,0.6744615
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
mouse_strain,129SV
gene_symbol,Inpp1
parameter_id,HMGULA_CBC_009_001
