gene_symbol,Fgb
gene_accession_id,MGI:99501
pvalue,0.4905164
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_id,MGP_PBI_014_001
parameter_name,B cell percentage
analysis_id,7g7j9mrf56a894o
