gene_symbol,Mms22l
pvalue,0.5212457
mouse_strain,129SV
parameter_id,IMPC_CBC_058_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
parameter_name,Cholesterol ratio
analysis_id,12eyc89ydx35h6h
