parameter_id,M-G-P_009_001_003
gene_accession_id,MGI:1921688
mouse_life_stage,Early adult
analysis_id,21815ub9ut187y2
pvalue,0.9625843
gene_symbol,Clvs1
mouse_strain,C57BL
parameter_name,Body weight
