gene_symbol,Zmynd19
analysis_id,9mf19913m0ouas3
gene_accession_id,MGI:1914437
parameter_name,Conditioning Baseline % Freezing Time
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_003_001
pvalue,0.1153886
mouse_strain,C57BL
