mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,nc03iv7o6zg9ulu
gene_symbol,Pglyrp3
parameter_id,IMPC_IMM_004_002
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:2685266
pvalue,0.2956072
