parameter_id,MGP_MLN_066_001
gene_accession_id,MGI:2140475
analysis_id,twr00t16v1328d8
gene_symbol,AU040320
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.5344212
parameter_name,Effector CD4+ T helper cells - % of CD45+
