parameter_id,IMPC_ECH_005_001
pvalue,0.6661529
gene_symbol,Dnajc8
analysis_id,ammxq0iag9y4259
mouse_life_stage,Early adult
parameter_name,Fractional Shortening
mouse_strain,C57BL
gene_accession_id,MGI:1915848
