gene_symbol,Hspa5
parameter_id,IMPC_GPP_004_001
parameter_name,Placenta Size
gene_accession_id,MGI:95835
analysis_id,zzmkbhucjpu9v9a
pvalue,0.497709
mouse_strain,C57BL
mouse_life_stage,Early adult
