parameter_id,M-G-P_014_001_001
gene_symbol,Traf6
pvalue,0.5448615
analysis_id,i02s746x62179q9
parameter_name,Eye
gene_accession_id,MGI:108072
mouse_strain,C57BL
mouse_life_stage,Early adult
