parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,E15.5
pvalue,0.2039663
gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_id,IMPC_ABR_006_001
mouse_strain,C57BL
analysis_id,6rw1zug6cm4u414
