gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_017_001
pvalue,0.6983091
analysis_id,cvabo92x9bv2c94
gene_accession_id,MGI:1914071
parameter_name,Center average speed
