parameter_id,IMPC_HEM_003_001
gene_accession_id,MGI:1921493
parameter_name,Hemoglobin
gene_symbol,Slx4ip
pvalue,0.8969608
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,1a446y8rb1080t8
