gene_symbol,Hpca
parameter_name,Neutrophil percentage
analysis_id,5e2r5h921v134cm
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.7024644
mouse_life_stage,Early adult
parameter_id,MGP_PBI_019_001
