parameter_id,IMPC_ACS_035_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tnni1
parameter_name,% Pre-pulse inhibition - PPI3
pvalue,0.5890009
analysis_id,8jaaa67u54ln035
gene_accession_id,MGI:105073
