parameter_id,IMPC_ABR_008_001
mouse_life_stage,Early adult
analysis_id,8j5g42nlreeuq61
parameter_name,18kHz-evoked ABR Threshold
mouse_strain,C57BL
pvalue,0.5980358
gene_symbol,Lime1
gene_accession_id,MGI:1919949
