gene_symbol,Eprs1
analysis_id,hzgk533wc8i3glc
parameter_id,IMPC_CBC_025_001
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,LDL-cholesterol
pvalue,0.3484595
gene_accession_id,MGI:97838
