gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_id,HRWLLA_OFD_017_001
mouse_life_stage,Late adult
pvalue,0.7443466
mouse_strain,C57BL
analysis_id,rdmdt37kleh735k
parameter_name,Center average speed
