parameter_id,IMPC_ECG_005_001
mouse_strain,C57BL
analysis_id,f348fa133o03lb5
pvalue,0.9914015
parameter_name,PQ
gene_accession_id,MGI:2444113
mouse_life_stage,Early adult
gene_symbol,Nemp2
