parameter_id,JAX_OFD_015_001
pvalue,0.2575646
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_name,Center resting time
mouse_life_stage,E12.5
gene_symbol,Mecom
analysis_id,d8q2g2ih88w06f7
