gene_symbol,Dcaf12
parameter_name,Edema
pvalue,0.7405288
analysis_id,w6f4862bj9z2pp6
mouse_strain,C57BL
parameter_id,IMPC_GEO_064_001
gene_accession_id,MGI:1916220
mouse_life_stage,Early adult
