parameter_id,IMPC_OFD_011_001
parameter_name,Periphery resting time
mouse_life_stage,Early adult
pvalue,0.5663156
analysis_id,x41xg9639ykz512
mouse_strain,C57BL
gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
