parameter_id,ESLIM_011_001_702
gene_accession_id,MGI:2653612
analysis_id,m9cuy66y7wb7h24
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP2
gene_symbol,Amigo1
pvalue,0.6751839
