parameter_id,MGP_CSD_067_001
analysis_id,kk99v56cvxn85o4
gene_symbol,Alkbh3
pvalue,0.6091996
mouse_life_stage,Early adult
parameter_name,Snout size
gene_accession_id,MGI:1916363
mouse_strain,C57BL
