gene_symbol,Maco1
mouse_strain,C57BL
parameter_id,IMPC_OFD_020_001
pvalue,0.325722
gene_accession_id,MGI:1913396
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
analysis_id,h6615847f8j2z56
