parameter_name,Whole arena resting time
mouse_strain,C57BL
parameter_id,JAX_OFD_007_001
gene_symbol,Slc2a8
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
analysis_id,4xqr0wx0eezv9h3
pvalue,0.7456401
