parameter_id,MGP_PBI_033_001
gene_symbol,Slc45a3
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_strain,C57BL
pvalue,0.2583294
mouse_life_stage,Early adult
gene_accession_id,MGI:1922082
analysis_id,w9v29q419044682
