parameter_name,HR
analysis_id,ucrtauyx4m6487m
parameter_id,JAXLA_ECG_002_001
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
pvalue,0.07367386
mouse_life_stage,Middle aged adult
