gene_symbol,Mms22l
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
parameter_id,MGP_MLN_072_001
pvalue,0.6851374
mouse_strain,129SV
analysis_id,f469w313f8hu228
parameter_name,KLRG1+ Treg cells - % of CD45+
